Q13233	Q13233	M3K1_HUMAN	MAP3K1 MAPKKK1 MEKK MEKK1
P53350	P53350	PLK1_HUMAN	PLK1 PLK
P48729	P48729	KC1A_HUMAN	CSNK1A1
P67870	P67870	CSK2B_HUMAN	CSNK2B CK2N G5A
O14733	O14733	MP2K7_HUMAN	MAP2K7 JNKK2 MEK7 MKK7 PRKMK7 SKK4
Q9BV47	Q9BV47	DUS26_HUMAN	DUSP26 DUSP24 LDP4 MKP8 NATA1 SKRP3
Q9H422	Q9H422	HIPK3_HUMAN	HIPK3 DYRK6 FIST3 PKY
Q15369	Q15369	ELOC_HUMAN	ELOC TCEB1
P19784	P19784	CSK22_HUMAN	CSNK2A2 CK2A2
P53779	P53779	MK10_HUMAN	MAPK10 JNK3 JNK3A PRKM10 SAPK1B
P49840	P49840	GSK3A_HUMAN	GSK3A
P45984	P45984	MK09_HUMAN	MAPK9 JNK2 PRKM9 SAPK1A
P04049	P04049	RAF1_HUMAN	RAF1 RAF
P62714	P62714	PP2AB_HUMAN	PPP2CB
P67775	P67775	PP2AA_HUMAN	PPP2CA
O60346	O60346	PHLP1_HUMAN	PHLPP1 KIAA0606 PHLPP PLEKHE1 SCOP
P26927	P26927	HGFL_HUMAN	MST1 D3F15S2 DNF15S2 HGFL
P78527	P78527	PRKDC_HUMAN	PRKDC HYRC HYRC1
Q05513	Q05513	KPCZ_HUMAN	PRKCZ PKC2
Q16659	Q16659	MK06_HUMAN	MAPK6 ERK3 PRKM6
Q16566	Q16566	KCC4_HUMAN	CAMK4 CAMK CAMK-GR CAMKIV
Q96GD4	Q96GD4	AURKB_HUMAN	AURKB AIK2 AIM1 AIRK2 ARK2 STK1 STK12 STK5
P57059	P57059	SIK1_HUMAN	SIK1 SIK SNF1LK
O43318	O43318	M3K7_HUMAN	MAP3K7 TAK1
Q13557	Q13557	KCC2D_HUMAN	CAMK2D CAMKD
P63165	P63165	SUMO1_HUMAN	SUMO1 SMT3C SMT3H3 UBL1 OK/SW-cl.43
P42345	P42345	MTOR_HUMAN	MTOR FRAP FRAP1 FRAP2 RAFT1 RAPT1
Q13547	Q13547	HDAC1_HUMAN	HDAC1 RPD3L1
P63279	P63279	UBC9_HUMAN	UBE2I UBC9 UBCE9
Q96KQ7	Q96KQ7	EHMT2_HUMAN	EHMT2 BAT8 C6orf30 G9A KMT1C NG36
O15530	O15530	PDPK1_HUMAN	PDPK1 PDK1
Q6P2M8	Q6P2M8	KCC1B_HUMAN	PNCK
Q96NX5	Q96NX5	KCC1G_HUMAN	CAMK1G CLICK3 VWS1
Q14012	Q14012	KCC1A_HUMAN	CAMK1
O96017	O96017	CHK2_HUMAN	CHEK2 CDS1 CHK2 RAD53
Q13164	Q13164	MK07_HUMAN	MAPK7 BMK1 ERK5 PRKM7
Q9H2X6	Q9H2X6	HIPK2_HUMAN	HIPK2
Q15835	Q15835	RK_HUMAN	GRK1 RHOK
Q92793	Q92793	CBP_HUMAN	CREBBP CBP
Q86X55	Q86X55	CARM1_HUMAN	CARM1 PRMT4
P53667	P53667	LIMK1_HUMAN	LIMK1 LIMK
P53778	P53778	MK12_HUMAN	MAPK12 ERK6 SAPK3
Q13315	Q13315	ATM_HUMAN	ATM
Q99683	Q99683	M3K5_HUMAN	MAP3K5 ASK1 MAPKKK5 MEKK5
Q9Y572	Q9Y572	RIPK3_HUMAN	RIPK3 RIP3
Q86Y07	Q86Y07	VRK2_HUMAN	VRK2
Q99986	Q99986	VRK1_HUMAN	VRK1
Q16512	Q16512	PKN1_HUMAN	PKN1 PAK1 PKN PRK1 PRKCL1
Q9Y6K9	Q9Y6K9	NEMO_HUMAN	IKBKG FIP3 NEMO
Q9Y2K7	Q9Y2K7	KDM2A_HUMAN	KDM2A CXXC8 FBL7 FBXL11 JHDM1A KIAA1004
Q9UHD2	Q9UHD2	TBK1_HUMAN	TBK1 NAK
O75582	O75582	KS6A5_HUMAN	RPS6KA5 MSK1
O14757	O14757	CHK1_HUMAN	CHEK1 CHK1
Q96EB6	Q96EB6	SIR1_HUMAN	SIRT1 SIR2L1
Q14164	Q14164	IKKE_HUMAN	IKBKE IKKE IKKI KIAA0151
O14920	O14920	IKKB_HUMAN	IKBKB IKKB
O75676	O75676	KS6A4_HUMAN	RPS6KA4 MSK2
P47710	P47710	CASA1_HUMAN	CSN1S1 CASA CSN1
Q96L73	Q96L73	NSD1_HUMAN	NSD1 ARA267 KMT3B
Q68CZ1	Q68CZ1	FTM_HUMAN	RPGRIP1L FTM KIAA1005 NPHP8
Q9Y4K3	Q9Y4K3	TRAF6_HUMAN	TRAF6 RNF85
O60674	O60674	JAK2_HUMAN	JAK2
P26045	P26045	PTN3_HUMAN	PTPN3 PTPH1
P09958	P09958	FURIN_HUMAN	FURIN FUR PACE PCSK3
P48730	P48730	KC1D_HUMAN	CSNK1D HCKID
P55210	P55210	CASP7_HUMAN	CASP7 MCH3
P51878	P51878	CASP5_HUMAN	CASP5 ICH3
Q15831	Q15831	STK11_HUMAN	STK11 LKB1 PJS
Q9UBE8	Q9UBE8	NLK_HUMAN	NLK LAK1
Q93008	Q93008	USP9X_HUMAN	USP9X DFFRX FAM USP9
P05771	P05771	KPCB_HUMAN	PRKCB PKCB PRKCB1
P45985	P45985	MP2K4_HUMAN	MAP2K4 JNKK1 MEK4 MKK4 PRKMK4 SEK1 SERK1 SKK1
Q13131	Q13131	AAPK1_HUMAN	PRKAA1 AMPK1
P23443	P23443	KS6B1_HUMAN	RPS6KB1 STK14A
Q13554	Q13554	KCC2B_HUMAN	CAMK2B CAM2 CAMK2 CAMKB
P37173	P37173	TGFR2_HUMAN	TGFBR2
P36897	P36897	TGFR1_HUMAN	TGFBR1 ALK5 SKR4
P23458	P23458	JAK1_HUMAN	JAK1 JAK1A JAK1B
P07949	P07949	RET_HUMAN	RET CDHF12 CDHR16 PTC RET51
Q13882	Q13882	PTK6_HUMAN	PTK6 BRK
P22455	P22455	FGFR4_HUMAN	FGFR4 JTK2 TKF
Q92630	Q92630	DYRK2_HUMAN	DYRK2
P14618	P14618	KPYM_HUMAN	PKM OIP3 PK2 PK3 PKM2
P08631	P08631	HCK_HUMAN	HCK
Q9UM73	Q9UM73	ALK_HUMAN	ALK
P51617	P51617	IRAK1_HUMAN	IRAK1 IRAK
P22607	P22607	FGFR3_HUMAN	FGFR3 JTK4
Q02156	Q02156	KPCE_HUMAN	PRKCE PKCE
P29320	P29320	EPHA3_HUMAN	EPHA3 ETK ETK1 HEK TYRO4
P23468	P23468	PTPRD_HUMAN	PTPRD
P40337	P40337	VHL_HUMAN	VHL
Q9H4B4	Q9H4B4	PLK3_HUMAN	PLK3 CNK FNK PRK
P41227	P41227	NAA10_HUMAN	NAA10 ARD1 ARD1A TE2
Q12933	Q12933	TRAF2_HUMAN	TRAF2 TRAP3
Q8TAS1	Q8TAS1	UHMK1_HUMAN	UHMK1 KIS KIST
P42684	P42684	ABL2_HUMAN	ABL2 ABLL ARG
P11802	P11802	CDK4_HUMAN	CDK4
P78368	P78368	KC1G2_HUMAN	CSNK1G2 CK1G2
P49336	P49336	CDK8_HUMAN	CDK8
Q06124	Q06124	PTN11_HUMAN	PTPN11 PTP2C SHPTP2
P05129	P05129	KPCG_HUMAN	PRKCG PKCG
Q02750	Q02750	MP2K1_HUMAN	MAP2K1 MEK1 PRKMK1
Q9H0K1	Q9H0K1	SIK2_HUMAN	SIK2 KIAA0781 QIK SNF1LK2
P54646	P54646	AAPK2_HUMAN	PRKAA2 AMPK AMPK2
P42336	P42336	PK3CA_HUMAN	PIK3CA
P01308	P01308	INS_HUMAN	INS
P55212	P55212	CASP6_HUMAN	CASP6 MCH2
P29466	P29466	CASP1_HUMAN	CASP1 IL1BC IL1BCE
Q99590	Q99590	SCAFB_HUMAN	SCAF11 CASP11 SFRS2IP SIP1 SRSF2IP
P19525	P19525	E2AK2_HUMAN	EIF2AK2 PKR PRKR
P14679	P14679	TYRO_HUMAN	TYR
Q15349	Q15349	KS6A2_HUMAN	RPS6KA2 MAPKAPK1C RSK3
Q9UKB1	Q9UKB1	FBW1B_HUMAN	FBXW11 BTRCP2 FBW1B FBXW1B KIAA0696
Q14289	Q14289	FAK2_HUMAN	PTK2B FAK2 PYK2 RAFTK
P07947	P07947	YES_HUMAN	YES1 YES
P09769	P09769	FGR_HUMAN	FGR SRC2
Q13464	Q13464	ROCK1_HUMAN	ROCK1
P08581	P08581	MET_HUMAN	MET
P09619	P09619	PGFRB_HUMAN	PDGFRB PDGFR PDGFR1
A9UF07	A9UF07	A9UF07_HUMAN	BCR/ABL fusion
P21127	P21127	CD11B_HUMAN	CDK11B CDC2L1 CDK11 PITSLREA PK58
P51812	P51812	KS6A3_HUMAN	RPS6KA3 ISPK1 MAPKAPK1B RSK2
P51948	P51948	MAT1_HUMAN	MNAT1 CAP35 MAT1 RNF66
Q99873	Q99873	ANM1_HUMAN	PRMT1 HMT2 HRMT1L2 IR1B4
Q96PY6	Q96PY6	NEK1_HUMAN	NEK1 KIAA1901
P24723	P24723	KPCL_HUMAN	PRKCH PKCL PRKCL
Q96SB4	Q96SB4	SRPK1_HUMAN	SRPK1
Q92830	Q92830	KAT2A_HUMAN	KAT2A GCN5 GCN5L2
Q13535	Q13535	ATR_HUMAN	ATR FRP1
Q9H6P5	Q9H6P5	TASP1_HUMAN	TASP1 C20orf13
P01375	P01375	TNFA_HUMAN	TNF TNFA TNFSF2
Q15173	Q15173	2A5B_HUMAN	PPP2R5B
O96013	O96013	PAK4_HUMAN	PAK4 KIAA1142
P49137	P49137	MAPK2_HUMAN	MAPKAPK2
O75925	O75925	PIAS1_HUMAN	PIAS1 DDXBP1
P51955	P51955	NEK2_HUMAN	NEK2 NEK2A NLK1
P25098	P25098	ARBK1_HUMAN	GRK2 ADRBK1 BARK BARK1
Q9BZL6	Q9BZL6	KPCD2_HUMAN	PRKD2 PKD2 HSPC187
Q8TDC3	Q8TDC3	BRSK1_HUMAN	BRSK1 KIAA1811 SAD1 SADB
P35968	P35968	VGFR2_HUMAN	KDR FLK1 VEGFR2
Q96QT4	Q96QT4	TRPM7_HUMAN	TRPM7 CHAK1 LTRPC7
P35916	P35916	VGFR3_HUMAN	FLT4 VEGFR3
P17948	P17948	VGFR1_HUMAN	FLT1 FLT FRT VEGFR1
Q14680	Q14680	MELK_HUMAN	MELK KIAA0175
P24347	P24347	MMP11_HUMAN	MMP11 STMY3
Q9NYY3	Q9NYY3	PLK2_HUMAN	PLK2 SNK
P30154	P30154	2AAB_HUMAN	PPP2R1B
Q15139	Q15139	KPCD1_HUMAN	PRKD1 PKD PKD1 PRKCM
P41743	P41743	KPCI_HUMAN	PRKCI DXS1179E
Q9P1W9	Q9P1W9	PIM2_HUMAN	PIM2
Q9P286	Q9P286	PAK5_HUMAN	PAK5 KIAA1264 PAK7
P22694	P22694	KAPCB_HUMAN	PRKACB
Q86V86	Q86V86	PIM3_HUMAN	PIM3
P22612	P22612	KAPCG_HUMAN	PRKACG
P07339	P07339	CATD_HUMAN	CTSD CPSD
Q9Y5Z0	Q9Y5Z0	BACE2_HUMAN	BACE2 AEPLC ALP56 ASP21 CDA13 UNQ418/PRO852
Q7Z370	Q7Z370	Q7Z370_HUMAN	DKFZp686L02273
O94806	O94806	KPCD3_HUMAN	PRKD3 EPK2 PRKCN
Q13237	Q13237	KGP2_HUMAN	PRKG2 PRKGR2
P35813	P35813	PPM1A_HUMAN	PPM1A PPPM1A
Q9HBH9	Q9HBH9	MKNK2_HUMAN	MKNK2 GPRK7 MNK2
Q9BUB5	Q9BUB5	MKNK1_HUMAN	MKNK1 MNK1
P29597	P29597	TYK2_HUMAN	TYK2
P02649	P02649	APOE_HUMAN	APOE
P11274	P11274	BCR_HUMAN	BCR BCR1 D22S11
P18433	P18433	PTPRA_HUMAN	PTPRA PTPA PTPRL2
P30291	P30291	WEE1_HUMAN	WEE1
Q8TD08	Q8TD08	MK15_HUMAN	MAPK15 ERK7 ERK8
P39900	P39900	MMP12_HUMAN	MMP12 HME
P11362	P11362	FGFR1_HUMAN	FGFR1 BFGFR CEK FGFBR FLG FLT2 HBGFR
Q9H4L4	Q9H4L4	SENP3_HUMAN	SENP3 SSP3 SUSP3
O43293	O43293	DAPK3_HUMAN	DAPK3 ZIPK
Q9Y463	Q9Y463	DYR1B_HUMAN	DYRK1B MIRK
Q00534	Q00534	CDK6_HUMAN	CDK6 CDKN6
P52333	P52333	JAK3_HUMAN	JAK3
P10721	P10721	KIT_HUMAN	KIT SCFR
P14635	P14635	CCNB1_HUMAN	CCNB1 CCNB
O15294	O15294	OGT1_HUMAN	OGT
P48736	P48736	PK3CG_HUMAN	PIK3CG
P34947	P34947	GRK5_HUMAN	GRK5 GPRK5
P43250	P43250	GRK6_HUMAN	GRK6 GPRK6
P33981	P33981	TTK_HUMAN	TTK MPS1 MPS1L1
Q8N752	Q8N752	KC1AL_HUMAN	CSNK1A1L
P04626	P04626	ERBB2_HUMAN	ERBB2 HER2 MLN19 NEU NGL
P04629	P04629	NTRK1_HUMAN	NTRK1 MTC TRK TRKA
Q15759	Q15759	MK11_HUMAN	MAPK11 PRKM11 SAPK2 SAPK2B
P32780	P32780	TF2H1_HUMAN	GTF2H1 BTF2
P36888	P36888	FLT3_HUMAN	FLT3 CD135 FLK2 STK1
P43403	P43403	ZAP70_HUMAN	ZAP70 SRK
P29353	P29353	SHC1_HUMAN	SHC1 SHC SHCA
Q9UKI8	Q9UKI8	TLK1_HUMAN	TLK1 KIAA0137
P41279	P41279	M3K8_HUMAN	MAP3K8 COT ESTF
Q9P289	Q9P289	STK26_HUMAN	STK26 MASK MST4
P30304	P30304	MPIP1_HUMAN	CDC25A
Q08345	Q08345	DDR1_HUMAN	DDR1 CAK EDDR1 NEP NTRK4 PTK3A RTK6 TRKE
Q8IZL9	Q8IZL9	CDK20_HUMAN	CDK20 CCRK CDCH
O60285	O60285	NUAK1_HUMAN	NUAK1 ARK5 KIAA0537 OMPHK1
Q13627	Q13627	DYR1A_HUMAN	DYRK1A DYRK MNB MNBH
Q5S007	Q5S007	LRRK2_HUMAN	LRRK2 PARK8
P21675	P21675	TAF1_HUMAN	TAF1 BA2R CCG1 CCGS TAF2A
O15264	O15264	MK13_HUMAN	MAPK13 PRKM13 SAPK4
Q96S44	Q96S44	PRPK_HUMAN	TP53RK C20orf64 PRPK
Q8IW41	Q8IW41	MAPK5_HUMAN	MAPKAPK5 PRAK
Q96Q15	Q96Q15	SMG1_HUMAN	SMG1 ATX KIAA0421 LIP
Q9NQR1	Q9NQR1	KMT5A_HUMAN	KMT5A PRSET7 SET07 SET8 SETD8
Q92794	Q92794	KAT6A_HUMAN	KAT6A MOZ MYST3 RUNXBP2 ZNF220
P53355	P53355	DAPK1_HUMAN	DAPK1 DAPK
O15297	O15297	PPM1D_HUMAN	PPM1D WIP1
Q86XK2	Q86XK2	FBX11_HUMAN	FBXO11 FBX11 PRMT9 VIT1 UG063H01
Q8WTS6	Q8WTS6	SETD7_HUMAN	SETD7 KIAA1717 KMT7 SET7 SET9
Q9NRG4	Q9NRG4	SMYD2_HUMAN	SMYD2 KMT3C
Q9H9B1	Q9H9B1	EHMT1_HUMAN	EHMT1 EUHMTASE1 GLP KIAA1876 KMT1D
Q9UEE5	Q9UEE5	ST17A_HUMAN	STK17A DRAK1
Q8NE63	Q8NE63	HIPK4_HUMAN	HIPK4
Q13177	Q13177	PAK2_HUMAN	PAK2
Q7KZI7	Q7KZI7	MARK2_HUMAN	MARK2 EMK1
Q00526	Q00526	CDK3_HUMAN	CDK3 CDKN3
P30279	P30279	CCND2_HUMAN	CCND2
Q15118	Q15118	PDK1_HUMAN	PDK1 PDHK1
Q2M2I8	Q2M2I8	AAK1_HUMAN	AAK1 KIAA1048
P51817	P51817	PRKX_HUMAN	PRKX PKX1
Q96LA8	Q96LA8	ANM6_HUMAN	PRMT6 HRMT1L6
O60507	O60507	TPST1_HUMAN	TPST1
P37023	P37023	ACVL1_HUMAN	ACVRL1 ACVRLK1 ALK1
P16234	P16234	PGFRA_HUMAN	PDGFRA PDGFR2 RHEPDGFRA
P36507	P36507	MP2K2_HUMAN	MAP2K2 MEK2 MKK2 PRKMK2
P51452	P51452	DUS3_HUMAN	DUSP3 VHR
P42681	P42681	TXK_HUMAN	TXK PTK4 RLK
Q9UBS0	Q9UBS0	KS6B2_HUMAN	RPS6KB2 STK14B
Q9NZJ5	Q9NZJ5	E2AK3_HUMAN	EIF2AK3 PEK PERK
P07384	P07384	CAN1_HUMAN	CAPN1 CANPL1 PIG30
O00506	O00506	STK25_HUMAN	STK25 SOK1 YSK1
O14874	O14874	BCKD_HUMAN	BCKDK
P51451	P51451	BLK_HUMAN	BLK
P35626	P35626	ARBK2_HUMAN	GRK3 ADRBK2 BARK2
Q96J92	Q96J92	WNK4_HUMAN	WNK4 PRKWNK4
Q15382	Q15382	RHEB_HUMAN	RHEB RHEB2
P49759	P49759	CLK1_HUMAN	CLK1 CLK
P78362	P78362	SRPK2_HUMAN	SRPK2
P08311	P08311	CATG_HUMAN	CTSG
P00747	P00747	PLMN_HUMAN	PLG
P00734	P00734	THRB_HUMAN	F2
P07288	P07288	KLK3_HUMAN	KLK3 APS
O75385	O75385	ULK1_HUMAN	ULK1 KIAA0722
Q16620	Q16620	NTRK2_HUMAN	NTRK2 TRKB
O43683	O43683	BUB1_HUMAN	BUB1 BUB1L
P10144	P10144	GRAB_HUMAN	GZMB CGL1 CSPB CTLA1 GRB
P49662	P49662	CASP4_HUMAN	CASP4 ICH2
P49593	P49593	PPM1F_HUMAN	PPM1F KIAA0015 POPX2
Q9H4A3	Q9H4A3	WNK1_HUMAN	WNK1 HSN2 KDP KIAA0344 PRKWNK1
Q9Y3S1	Q9Y3S1	WNK2_HUMAN	WNK2 KIAA1760 PRKWNK2 SDCCAG43 P/OKcl.13
P49459	P49459	UBE2A_HUMAN	UBE2A RAD6A
P10398	P10398	ARAF_HUMAN	ARAF ARAF1 PKS PKS2
Q9UIJ5	Q9UIJ5	ZDHC2_HUMAN	ZDHHC2 REAM REC ZNF372
P20248	P20248	CCNA2_HUMAN	CCNA2 CCN1 CCNA
O76039	O76039	CDKL5_HUMAN	CDKL5 STK9
P36873	P36873	PP1G_HUMAN	PPP1CC
O75688	O75688	PPM1B_HUMAN	PPM1B PP2CB
Q8IU85	Q8IU85	KCC1D_HUMAN	CAMK1D CAMKID
Q8TAI7	Q8TAI7	REBL1_HUMAN	RHEBL1
P51449	P51449	RORG_HUMAN	RORC NR1F3 RORG RZRG
P15056	P15056	BRAF_HUMAN	BRAF BRAF1 RAFB1
O14744	O14744	ANM5_HUMAN	PRMT5 HRMT1L5 IBP72 JBP1 SKB1
Q13546	Q13546	RIPK1_HUMAN	RIPK1 RIP RIP1
P01116	P01116	RASK_HUMAN	KRAS KRAS2 RASK2
Q13418	Q13418	ILK_HUMAN	ILK ILK1 ILK2
O75116	O75116	ROCK2_HUMAN	ROCK2 KIAA0619
Q9BYP7	Q9BYP7	WNK3_HUMAN	WNK3 KIAA1566 PRKWNK3
Q9UEW8	Q9UEW8	STK39_HUMAN	STK39 SPAK
O94921	O94921	CDK14_HUMAN	CDK14 KIAA0834 PFTK1
Q8WZ42	Q8WZ42	TITIN_HUMAN	TTN
Q13976	Q13976	KGP1_HUMAN	PRKG1 PRKG1B PRKGR1A PRKGR1B
P22392	P22392	NDKB_HUMAN	NME2 NM23B
Q96RR4	Q96RR4	KKCC2_HUMAN	CAMKK2 CAMKKB KIAA0787
Q8IWQ3	Q8IWQ3	BRSK2_HUMAN	BRSK2 C11orf7 PEN11B SADA STK29 HUSSY-12
Q8N5S9	Q8N5S9	KKCC1_HUMAN	CAMKK1 CAMKKA
P53004	P53004	BIEA_HUMAN	BLVRA BLVR BVR
Q6IQ55	Q6IQ55	TTBK2_HUMAN	TTBK2 KIAA0847
P36896	P36896	ACV1B_HUMAN	ACVR1B ACVRLK4 ALK4
Q96BR1	Q96BR1	SGK3_HUMAN	SGK3 CISK SGKL
Q8IXL6	Q8IXL6	FA20C_HUMAN	FAM20C DMP4
Q13188	Q13188	STK3_HUMAN	STK3 KRS1 MST2
Q9H1R3	Q9H1R3	MYLK2_HUMAN	MYLK2
Q8TD19	Q8TD19	NEK9_HUMAN	NEK9 KIAA1995 NEK8 NERCC
O75914	O75914	PAK3_HUMAN	PAK3 OPHN3
Q15746	Q15746	MYLK_HUMAN	MYLK MLCK MLCK1 MYLK1
O00238	O00238	BMR1B_HUMAN	BMPR1B
P28562	P28562	DUS1_HUMAN	DUSP1 CL100 MKP1 PTPN10 VH1
P46734	P46734	MP2K3_HUMAN	MAP2K3 MEK3 MKK3 PRKMK3 SKK2
P35236	P35236	PTN7_HUMAN	PTPN7
Q5SGD2	Q5SGD2	PPM1L_HUMAN	PPM1L PP2CE
P53041	P53041	PPP5_HUMAN	PPP5C PPP5
O00311	O00311	CDC7_HUMAN	CDC7 CDC7L1
Q9BTU6	Q9BTU6	P4K2A_HUMAN	PI4K2A
Q96S53	Q96S53	TESK2_HUMAN	TESK2
O00444	O00444	PLK4_HUMAN	PLK4 SAK STK18
Q9Y2H1	Q9Y2H1	ST38L_HUMAN	STK38L KIAA0965 NDR2
O75716	O75716	STK16_HUMAN	STK16 MPSK1 PKL12 TSF1
P07333	P07333	CSF1R_HUMAN	CSF1R FMS
P08253	P08253	MMP2_HUMAN	MMP2 CLG4A
Q9UKE5	Q9UKE5	TNIK_HUMAN	TNIK KIAA0551
Q8N2W9	Q8N2W9	PIAS4_HUMAN	PIAS4 PIASG
Q12866	Q12866	MERTK_HUMAN	MERTK MER
Q9UNH5	Q9UNH5	CC14A_HUMAN	CDC14A
O60729	O60729	CC14B_HUMAN	CDC14B
P24864	P24864	CCNE1_HUMAN	CCNE1 CCNE
O75943	O75943	RAD17_HUMAN	RAD17 R24L
Q9NYL2	Q9NYL2	M3K20_HUMAN	MAP3K20 MLTK ZAK HCCS4
P32298	P32298	GRK4_HUMAN	GRK4 GPRK2L GPRK4
O43781	O43781	DYRK3_HUMAN	DYRK3
P42575	P42575	CASP2_HUMAN	CASP2 ICH1 NEDD2
Q99759	Q99759	M3K3_HUMAN	MAP3K3 MAPKKK3 MEKK3
Q38SD2	Q38SD2	LRRK1_HUMAN	LRRK1 KIAA1790
Q09013	Q09013	DMPK_HUMAN	DMPK DM1PK MDPK
Q6ZVD8	Q6ZVD8	PHLP2_HUMAN	PHLPP2 KIAA0931 PHLPPL
Q9BWU1	Q9BWU1	CDK19_HUMAN	CDK19 CDC2L6 CDK11 KIAA1028
P42685	P42685	FRK_HUMAN	FRK PTK5 RAK
Q9HCP0	Q9HCP0	KC1G1_HUMAN	CSNK1G1
P35269	P35269	T2FA_HUMAN	GTF2F1 RAP74
Q15208	Q15208	STK38_HUMAN	STK38 NDR1
Q9NRM7	Q9NRM7	LATS2_HUMAN	LATS2 KPM
O95835	O95835	LATS1_HUMAN	LATS1 WARTS
Q9Y6E0	Q9Y6E0	STK24_HUMAN	STK24 MST3 STK3
O94804	O94804	STK10_HUMAN	STK10 LOK
Q9HC98	Q9HC98	NEK6_HUMAN	NEK6
